Accession,Number_of_N
IMS-10116-CVDP-90BF3BE3-E6BB-4F44-BCFF-88EE8AA740E5,404
IMS-10116-CVDP-B1A6E12A-037E-42E9-9C39-246AC2026584,399
IMS-10116-CVDP-22D5DF19-B4B4-48DC-BB4F-60FB2D43D7D3,261
IMS-10116-CVDP-7CFEC663-2E83-414D-8BB6-9CA3595F598E,416
IMS-10116-CVDP-F70F18E3-7001-44FB-AFF4-8F2C5FC0FE90,72
IMS-10013-CVDP-DA560988-34BB-4772-BDC8-7EA5B107C33C,507
IMS-10020-CVDP-54209115-7BFD-48DF-AAFA-BB4AC60DCB51,58
IMS-10116-CVDP-E3651769-561B-48EE-80F6-EC2D3BC507DB,121
IMS-10116-CVDP-FFF531CA-04BB-4896-B580-FF8BA85E1494,121
IMS-10116-CVDP-D5FEFF10-E738-400D-AF81-DD2582051A59,133
IMS-10036-CVDP-D41AF092-1F45-4230-8AAC-7355DC1E122C,267
IMS-10013-CVDP-BFFFF6C3-B5E1-4430-B63E-1EAA3900DBAC,34
IMS-10116-CVDP-37843BAA-D4F8-45E0-947A-D84FBF310FA1,771
IMS-10116-CVDP-4DC46A12-459F-4E13-ACB0-C538C3915FEF,121
IMS-10116-CVDP-6FCC2147-72AF-469F-B896-659D5800E219,259
IMS-10116-CVDP-F54D309E-4955-4192-8A02-D934B9D8D9B4,254
IMS-10116-CVDP-558A9488-4272-4316-AE74-0B4A5D14BAE5,261
IMS-10116-CVDP-DAAABB92-9D0A-4402-B127-4CC5D3D3F783,259
IMS-10116-CVDP-2BC17DD9-5A58-4CAF-B46D-3716B3ED80C1,623
IMS-10116-CVDP-0AFE4736-CC5C-4FB8-A76D-7F6E227A47B8,253
IMS-10013-CVDP-13AB8D45-44F2-438D-9E05-FCA5940AC05F,31
IMS-10116-CVDP-7109C534-85B4-4048-987B-741E81DBAEF1,424
IMS-10116-CVDP-93D026BA-495D-46A7-B8CC-49039BD6A914,462
IMS-10116-CVDP-D577A454-4973-4FA9-8E9F-9B2E108B37D7,466
IMS-10116-CVDP-CC5D68D2-FC68-4B46-970E-6512372F9DA8,103
IMS-10013-CVDP-40CABFA5-FAB2-42B1-930C-7CCA8D7624D3,10
IMS-10036-CVDP-ADF5000B-A5A5-42CA-AAAD-4088BB7679BE,90
IMS-10036-CVDP-5898F106-0959-4E01-87BA-9E98997B515F,1351
IMS-10116-CVDP-A70CFD7F-8C30-4720-9C2D-5BA6EDA0C3C2,624
IMS-10013-CVDP-B7ADEDD6-4BD3-4DF3-B25C-CAEE48685947,18
IMS-10116-CVDP-589E3942-6E0D-429B-B0D6-87B2F015A680,416
IMS-10013-CVDP-53CE6C37-6770-4919-A9D2-ECDDE2AC73F4,262
IMS-10116-CVDP-E9E856EF-AE2B-4DAE-9BB4-D3E2EB18C616,564
IMS-10116-CVDP-8FCFA5E2-4C21-427C-BAE6-3E431695CFE4,257
IMS-10013-CVDP-A0C6BF9B-274C-46D4-A21B-9E1D4458FDF9,31
IMS-10116-CVDP-408D14CD-6A10-41F0-BE6C-77AF7322521E,259
IMS-10116-CVDP-E0C70688-0B22-477F-8294-2E678A7D7AEB,421
IMS-10013-CVDP-88DD3F1F-D52F-49EF-B240-79AFB061FD06,276
IMS-10116-CVDP-8970D7D2-1243-420A-BC55-69DD55303AD4,581
IMS-10116-CVDP-CC98BDE1-49DF-49F5-9235-33AF7355C23B,416
IMS-10116-CVDP-975FC65C-D4B3-41B3-8C79-13EBFB676DC7,103
IMS-10116-CVDP-D7D7C3A4-A61C-4E39-928A-308D21F8F20B,416
IMS-10116-CVDP-426D6893-AAFD-4E85-ACA9-3F8687860CB0,253
IMS-10116-CVDP-1DBF2481-3242-48A0-BCDE-F450DEFA576E,249
IMS-10224-CVDP-C7CBF8AA-299C-4D09-89B7-0E202EDB53DF,2780
IMS-10116-CVDP-C634A3C9-737A-44F9-89A4-828D215E38B0,78
IMS-10116-CVDP-D8A61D62-B5B9-4769-8439-7FA27B5EA5F6,257
IMS-10116-CVDP-A2BDF1CC-A658-4F02-915D-C6DE5DE499A0,84
IMS-10116-CVDP-00FE9EC4-C3CB-41CB-B511-93CC772E0291,259
IMS-10224-CVDP-1F4B3A6A-248D-45B3-9908-343E34A0831D,606
IMS-10116-CVDP-B2ABA35B-9692-4CAE-BE61-210D56851F4E,121
IMS-10116-CVDP-0B0FB98E-690D-4AD1-8333-5FC703887F49,546
IMS-10116-CVDP-86DE6510-339A-4333-9B5F-C592F44F73DD,258
IMS-10116-CVDP-4DB90966-8640-4BC8-858B-3AEBE0A07AA0,414
IMS-10116-CVDP-31C823AE-A5AF-4B68-8084-497F53E812EE,424
IMS-10013-CVDP-2A44BD8B-2522-4A89-9F3D-E14822C530A1,191
IMS-10013-CVDP-B4CDEF51-1DE5-460A-B378-37D75104A8B6,10
IMS-10116-CVDP-85600231-3C9E-4156-AED1-76BCB03A1F54,423
IMS-10116-CVDP-03F72ABD-FE37-4C9F-9EFB-2DA773B075D5,257
IMS-10116-CVDP-868E49B1-CE81-4AB1-9E77-A40002CD2DA7,432
IMS-10116-CVDP-1A1939F7-4313-4F57-B8E6-B88D2AE4834E,657
IMS-10116-CVDP-A4104B24-2DC8-4C81-B203-4AD3A662DB86,259
IMS-10116-CVDP-7989788A-7694-4E71-9A08-60F902D4CFF2,259
IMS-10150-CVDP-B37D39BF-335A-4A12-965E-767AC8D43961,4
IMS-10013-CVDP-D66B9FD6-FA81-4A4A-9E6B-CE957997DA1B,32
IMS-10116-CVDP-2952DF3B-9497-4A70-BE55-70D68555519A,483
IMS-10116-CVDP-71511FD3-9C2A-4A09-B179-86DF01B9B5A4,259
IMS-10025-CVDP-00932,1399
IMS-10116-CVDP-F7FA2E0B-DA70-4593-BFBE-CAC6E2E6372D,255
IMS-10013-CVDP-E59122CC-A92C-4AD0-A26E-B94F034A3E47,33
IMS-10013-CVDP-B5C37193-9D50-4B93-B1D1-A608441B37B6,12
IMS-10116-CVDP-2719520C-914E-4D89-90AD-A8A8165483C4,641
IMS-10224-CVDP-6B7D8B27-E34D-42E0-9BED-ACCF5E721403,879
IMS-10036-CVDP-7FB71004-C7EF-4908-A0BE-75DF543F383B,322
IMS-10116-CVDP-2FAC477A-ED04-46BD-B5FA-F0C1C0C2F757,667
IMS-10013-CVDP-3D2ACA76-6B17-42AD-B572-B60F096BC1DB,33
IMS-10036-CVDP-5C3112FA-E8AA-4F23-8017-EB271894DFE1,87
IMS-10116-CVDP-4D7340F1-F5DE-4304-93D8-C1DCBC4D6512,259
IMS-10116-CVDP-5FA85ED6-F797-4688-9BE6-A9ED4FE5CE68,451
IMS-10116-CVDP-ED8E721A-EE8E-4841-A1B4-262ABA6AAD07,232
IMS-10013-CVDP-10765B30-7F43-4454-941D-E0D2F5A29990,40
IMS-10116-CVDP-661B90E1-51BF-4E27-9634-8824C9C2DE32,367
IMS-10116-CVDP-772B7284-08FB-4381-9D75-BE49F602F334,394
IMS-10116-CVDP-54B0DFA0-CF78-4F77-AEE1-B5ADC9220069,257
IMS-10116-CVDP-300D7299-0ED7-4678-BBC6-E830D77A48CF,160
IMS-10116-CVDP-12681E22-B367-4383-9D40-F63A3A54EBA9,262
IMS-10116-CVDP-54261B55-4583-4938-9DC2-DF08408626BE,257
IMS-10116-CVDP-69A9F3FD-F65E-4480-87B8-D4E5535BF8E7,344
IMS-10116-CVDP-98A4F797-D3A8-4C22-8BD7-83EA90E1C3CB,259
IMS-10116-CVDP-3201A117-8E1D-4154-9E94-E776896983F5,148
IMS-10116-CVDP-49F640D2-0F58-494B-BE9B-1B9B9DC31537,774
IMS-10013-CVDP-8BC47C27-8625-4D07-85C1-EE0B126A85B5,252
IMS-10116-CVDP-F9D4614D-87A5-4C49-B150-360CE507D568,1196
IMS-10116-CVDP-C791F017-EFA0-4CE6-9516-3E98B9708645,270
IMS-10116-CVDP-F0F47035-4F6D-46FF-97FE-8F699E7866BD,422
IMS-10036-CVDP-B10BAB0E-6112-4290-9C36-EDD53A89FB16,484
IMS-10116-CVDP-E1EBCE85-5BAE-4FC8-9537-5CA7F838D94C,253
IMS-10116-CVDP-FEB16224-357A-495D-8745-0BBDB49FB57A,259
IMS-10116-CVDP-40054083-11A1-41BB-990D-DF48FCB1E63A,253
IMS-10116-CVDP-66C424C3-A6C0-4D3E-B5C5-E8BEE69F7557,680
IMS-10116-CVDP-2195AE31-B154-4A8B-9874-C194F5A3655F,251
IMS-10116-CVDP-2BA25115-E625-4F51-A302-9CD2A651F739,321
IMS-10013-CVDP-8D04C3BC-9E29-4428-8D90-0BFDA24C9279,260
IMS-10013-CVDP-9A34AAB8-3A03-4038-8C60-A4AFBA6769EB,261
IMS-10013-CVDP-0373158B-BE3E-4E85-9872-1EA3A61292DB,5
IMS-10116-CVDP-E06BDC87-C113-434E-BFCA-8434C118C5C1,255
IMS-10013-CVDP-66D6C117-F772-43F0-91D0-33836C9DD10A,317
IMS-10116-CVDP-A233B153-06F4-461C-85AC-1604AD601326,460
IMS-10020-CVDP-1FC82520-13FC-4268-BA83-3925DC476118,557
IMS-10013-CVDP-5222A373-9B62-41C6-93E1-D555D11FA247,36
IMS-10116-CVDP-6C7A9E07-EBEF-41E5-B195-A09B26107BEC,121
IMS-10116-CVDP-33DF4317-A9BA-4D71-AC2E-AAA819D80DCC,414
IMS-10013-CVDP-0767DDF0-B59C-4EA5-B441-355160162748,4
IMS-10116-CVDP-84D05564-671A-4547-B0AA-83C61602A3FD,424
IMS-10116-CVDP-33967B8C-C382-40A1-ACED-B0E83AE0E7E6,399
IMS-10116-CVDP-F6A3F247-8749-4439-8BD5-D9FB19CBC480,121
IMS-10116-CVDP-9850B6EF-8844-49C2-8315-4511B0EC40F1,250
IMS-10116-CVDP-D765D17A-88FB-4C8C-8C3A-4642EA1B5B3A,83
IMS-10116-CVDP-4651432D-8382-4FB0-9981-396C9A5EBAC2,117
IMS-10013-CVDP-409CCAF5-8F00-4BE5-A356-0AEA4FA04FC3,94
IMS-10116-CVDP-4E0650CB-AD1F-4927-88D6-68C83EA29480,95
IMS-10116-CVDP-0C510266-5AAF-48C9-8A30-D7591C9B994D,258
IMS-10013-CVDP-0F7E989B-D5A8-4B59-AEC3-313935BC2DA2,254
IMS-10116-CVDP-3D277911-2198-4041-87DB-1A7D4AE62D85,347
IMS-10116-CVDP-B46EC67C-27BE-4FA3-9B9F-23CB47E09D8A,311
IMS-10116-CVDP-18910A76-6C8C-4F19-9BCF-38EDFF0B280E,253
IMS-10116-CVDP-7124006D-B663-4445-BBC4-BCCA735209ED,379
IMS-10013-CVDP-FD7E74C0-3BCF-4D4F-9419-43793854F551,17
IMS-10013-CVDP-F3E174AB-FE3C-4762-B8A7-64AB3F07AA9B,269
IMS-10116-CVDP-701BDCCB-A3F0-4A4F-9DD4-F4EAF1B71EB0,125
IMS-10116-CVDP-87FD2518-E78C-4021-828A-A1DE5F9E6F56,463
IMS-10013-CVDP-0255248B-82E3-407C-A8B2-10E6CEB0B1D6,112
IMS-10116-CVDP-1602F569-7501-47F3-9A98-920BD30CA1E7,252
IMS-10036-CVDP-45FFE141-5E90-48A5-A15D-DADD2BF7E956,301
IMS-10013-CVDP-E9063DD8-C5CF-4567-9D25-DA01A45340F7,436
IMS-10013-CVDP-C5F4DF83-6A6B-473B-B71F-EE2A9D48D911,307
IMS-10116-CVDP-DF485A44-98FC-4B39-9798-F2B32C1C3218,396
IMS-10116-CVDP-5FDACEB5-1E0B-45BD-B8EF-AFCD5CBAB722,431
IMS-10013-CVDP-686AFD40-85ED-453F-8497-6CC7F328AB40,34
IMS-10013-CVDP-5D79441C-A24F-448F-B6B6-26FFF0EDF6E9,105
IMS-10116-CVDP-79CBCEF0-E2BB-447B-9F21-DB6B04D344D5,251
IMS-10013-CVDP-4CAD7A28-6C42-48E8-AA43-CBC5D872DFBA,339
IMS-10116-CVDP-94BE4E9B-A62B-4D44-8376-34162DC56859,1010
IMS-10116-CVDP-B25DF568-5A5D-42D3-B0E6-61A41029A136,123
IMS-10116-CVDP-E52882B1-A3E0-41E0-9DC8-25EEC4102F4D,416
IMS-10013-CVDP-7D8C17EA-C6DA-4D71-8958-3FA78AEDF48C,213
IMS-10116-CVDP-F5DD8FBC-2FF1-4C11-94EF-7509E88B3EBA,97
IMS-10013-CVDP-459B2A76-8D21-4FEF-B92C-FFCB97B7DF61,35
IMS-10036-CVDP-0377FC79-E12C-47C5-AFEB-C515FE82BB2D,309
IMS-10116-CVDP-06536293-A0E7-41B5-B0DF-D92B5883E069,259
IMS-10116-CVDP-9B10F4E5-A3FB-4871-9373-D9D7F775EF51,121
IMS-10116-CVDP-75CB1AC6-28D5-4D2D-B5C6-705B801622C0,484
IMS-10116-CVDP-F834663B-0AAC-4956-9629-D8A8EB2DDCFD,394
IMS-10116-CVDP-A6C47B9A-92CD-45E7-9A79-A7F3FF86B2D7,255
IMS-10116-CVDP-7207A796-B640-45AA-8EFA-BC3B04904C12,416
IMS-10116-CVDP-4FDFEFF3-F3F9-436E-9C77-1B34D3B85228,259
IMS-10116-CVDP-95DEA2BE-C280-4888-BDB0-ABF3FF4396A4,514
IMS-10116-CVDP-85B89CBC-733E-4215-9DBD-51811F80F1A2,259
IMS-10036-CVDP-F6AAF7E6-CD01-496A-A8E3-72D2E9468438,0
IMS-10116-CVDP-F0144323-68C9-4CB9-9623-24907D65F6E7,381
IMS-10116-CVDP-4C991C0C-550F-45CD-B56C-B599DEFE89B3,506
IMS-10013-CVDP-1CCD35C4-2712-47AD-ABE1-F489DC3BBE08,7
IMS-10116-CVDP-DEDE46F4-B1D7-4DBA-AD06-5F9C5B621CBE,690
IMS-10013-CVDP-86341CBA-A16C-4341-8C23-DFEBAF32B70D,192
IMS-10116-CVDP-BD2C52C6-ED32-4615-8F63-E428F8DAC179,192
IMS-10116-CVDP-288CBD32-CF71-413E-BF55-8E93E66BF465,253
IMS-10116-CVDP-A0C62B3C-0EAB-4543-90D7-F8FF048664A5,367
IMS-10013-CVDP-002ECFF0-2F39-48C3-9A23-02B66A46A6E4,453
IMS-10013-CVDP-C7D0579D-1C63-4017-AC09-596C2DA13B1A,28
IMS-10224-CVDP-93246819-FF42-471E-842B-FFAE2B344908,610
IMS-10116-CVDP-D29ED778-C68F-4028-B56E-454D138B2A62,257
IMS-10013-CVDP-D34620AB-49B7-4443-907C-2613A1757105,32
IMS-10116-CVDP-B662C6AF-294A-4EB1-A963-254C8E9D7D82,671
IMS-10116-CVDP-6F00D8CE-2788-4AB2-99EF-7F61D2254BA5,252
IMS-10116-CVDP-40D17553-4D73-41C2-8AD7-0F5781493E48,415
IMS-10116-CVDP-9F779911-2A0B-4B89-833F-B5265A83F686,1358
IMS-10116-CVDP-6833E088-EACA-4837-9E39-5B04B2D3B3CB,963
IMS-10116-CVDP-2FB7B598-E043-4717-B541-BC4A4134E592,383
IMS-10013-CVDP-D5E0A531-29B3-4F94-9984-9492E899B34B,50
IMS-10116-CVDP-32585404-41DF-450B-BC47-A6165795824D,578
IMS-10013-CVDP-664A3D32-2362-4C82-A521-CD766B4F151C,35
IMS-10013-CVDP-B6D6FF26-F192-4867-A4CE-331950EC1A10,226
IMS-10036-CVDP-22D59419-8C2C-4AC8-9BC4-D228105FE6CC,90
IMS-10013-CVDP-8A48FA4B-F5DD-421A-B1BC-C410F7189DEB,33
IMS-10116-CVDP-BE2580AB-0363-47DC-8C08-4DD05467DA55,446
IMS-10116-CVDP-03DE0DFF-4DD6-4EF0-8166-C6C4B3AE193C,259
IMS-10013-CVDP-4DCB6311-D4BF-45B6-92BF-FCBCEA76B68D,635
IMS-10013-CVDP-1B0A4700-9281-4F7A-80FD-964489428171,35
IMS-10116-CVDP-7839949D-BD1C-4786-B922-18F23E9533FE,421
IMS-10116-CVDP-0BF36BC2-60B3-461F-A620-643213504CD3,420
IMS-10013-CVDP-639F9901-0240-4E39-8624-7E414E97A940,17
IMS-10116-CVDP-F26E7996-2207-4917-B8A2-1AEEB2FADFA0,1221
IMS-10116-CVDP-DF811B77-2CCB-4405-90E1-78C4BC4BAD94,121
IMS-10116-CVDP-14752990-DAB7-4F14-B853-DFF1FA5E7F8E,259
IMS-10116-CVDP-CF051D30-8853-4219-A135-E04F9405145B,125
IMS-10116-CVDP-F334E0F0-9468-4C9E-969E-5F020295B7CD,344
IMS-10013-CVDP-A2A82783-41AA-4153-8A5C-535A4AA3645F,624
IMS-10116-CVDP-FF88B44A-911C-4AF1-AAE0-C2F78C376CA1,253
IMS-10116-CVDP-7AFBB52D-A334-4AF2-9253-871DBF76007A,562
IMS-10116-CVDP-2AD26BBF-ACDD-49F3-A46B-617DEC950730,125
IMS-10116-CVDP-7CC08E1C-AEF6-415E-9023-9D3905448D3B,185
IMS-10116-CVDP-E079E8EE-64D1-4CD9-A0CE-57B038D22618,444
IMS-10116-CVDP-1546D8BF-542E-4593-B909-B47A48F43353,259
IMS-10116-CVDP-BAE6FEBF-C25D-49CA-8CDA-9F0444A86873,796
IMS-10116-CVDP-B9ED9F06-D022-40E5-A5B6-4042756B5185,318
IMS-10116-CVDP-9A2163F1-FD34-4C1E-9BD2-325865361664,693
IMS-10591-CVDP-000015,68
IMS-10116-CVDP-8E92DA17-2854-40CF-A6D2-4039C7EE2447,257
IMS-10116-CVDP-B1FD0891-A049-4871-B751-EB1190C517B8,121
IMS-10116-CVDP-732DAC2C-FEE3-46BA-94BB-8ABDBE399AE7,408
IMS-10116-CVDP-780DA12F-F2A8-4EC7-938A-BFC1BAEB4658,251
IMS-10116-CVDP-48CD6FD4-ABAE-4A57-AFDB-6113951B427B,259
IMS-10013-CVDP-E9EFFAE0-F513-4C1F-A303-492FF7396334,7
IMS-10116-CVDP-18F0F1A3-97FB-4580-B3CA-31B9A198408B,259
IMS-10116-CVDP-D4074B63-2ABE-4E40-B2ED-504ECD6457D3,650
IMS-10116-CVDP-B7940205-9BAD-45C5-9899-AB39D46824C5,445
IMS-10013-CVDP-16DBCE26-75C4-4A2A-9BA1-A891604D66CF,184
IMS-10025-CVDP-00134,91
IMS-10116-CVDP-71DD2AB0-1A03-4847-9880-20330BFBA979,463
IMS-10116-CVDP-C556756C-0DC7-415A-84A6-A2A34748F8DF,675
IMS-10116-CVDP-A4DDF02D-753D-48BA-8881-9956370E1159,562
IMS-10224-CVDP-60B9B2BA-5B97-4D96-B870-A999BC49C419,1012
IMS-10116-CVDP-A1EDE5C0-19A7-4F8B-BA21-0AA73DE83003,259
IMS-10116-CVDP-47EDD9CC-5592-41C9-B65B-765854E41AD9,121
IMS-10116-CVDP-5BC7A090-CBFA-4C59-B889-37B24C6712D9,425
IMS-10116-CVDP-FB2E9052-7B46-4B54-8DC1-B1B6FFE11C89,127
IMS-10116-CVDP-A1E2FEB0-C861-412B-89A0-D559F160384E,121
IMS-10013-CVDP-3A550E51-8519-4DAD-9B4A-759206206B2F,32
IMS-10116-CVDP-592D051D-1850-43C1-8735-931B1D26D94E,591
IMS-10013-CVDP-6FD6615F-D1ED-4C04-B040-7181643585BB,8
IMS-10116-CVDP-8A1FEA37-703A-42D7-8946-BF81EFD66C6D,251
IMS-10116-CVDP-F9E965A6-54F9-49F8-B007-55970382F20B,533
IMS-10116-CVDP-59A7D473-A061-4BAA-A1FB-1B951AC80E0B,151
IMS-10116-CVDP-0CEFA9FF-A1DD-430D-87FC-8420DF252E96,82
IMS-10116-CVDP-F9065FE3-2939-411E-AD42-91CC7A2EFCD7,436
IMS-10020-CVDP-5D0C0EEC-F1CF-49A4-8829-768EE158A779,55
IMS-10116-CVDP-079996B8-4384-472E-A71B-5702698157A2,418
IMS-10116-CVDP-FC2C5F67-AF71-4784-AB56-2555E3FD7321,416
IMS-10036-CVDP-779E7EF7-B3A7-427E-BC44-B0A383D9CE3F,271
IMS-10013-CVDP-8874E9D4-367D-4C4E-A8BD-4A69C035FA5C,11
IMS-10116-CVDP-BB57BE81-A943-4A22-A3C2-4B864118C55A,416
IMS-10116-CVDP-68A77602-AEED-4A38-B48E-8CCB5DFD0E3C,569
IMS-10116-CVDP-BA4B8323-B2D0-4944-8821-D0BAA151209A,374
IMS-10116-CVDP-0F5615D5-F038-4563-9316-DF2523BA0CE2,415
IMS-10116-CVDP-675399FB-6349-43D8-A165-B706A3AAC0C5,253
IMS-10013-CVDP-71B96793-044E-4509-8A5F-031B9193C0FE,10
IMS-10013-CVDP-F09C15F0-AAEE-45EA-9066-5877F2F44BCE,500
IMS-10116-CVDP-1F391F2C-2E6E-4D24-8C4D-B2025012ADCC,428
IMS-10116-CVDP-BBBC559A-DCEA-4E50-A5C3-ED54E8E0C2EF,421
IMS-10116-CVDP-AB713B48-A5E6-4B1A-86AE-45E6FAA29037,541
IMS-10116-CVDP-42F3AC37-8C21-4E81-A1FD-2797716F7011,564
IMS-10013-CVDP-99DB08B6-82DE-4449-B407-EEBCF9C3EC5C,107
IMS-10116-CVDP-10FA1B28-782B-4077-BF0D-B7374DCA6EB5,383
IMS-10116-CVDP-9DCFB95F-3229-4659-814A-9B3799922869,424
IMS-10116-CVDP-BB28BC0A-BC72-4F8B-A2E0-2DFAE8A16D07,121
IMS-10116-CVDP-EA28F6AF-F1C1-4DBC-8969-9A0EA87435D7,445
IMS-10116-CVDP-78DB08C4-936F-4C65-8ACE-21D8EEB86449,356
IMS-10116-CVDP-8EDE205C-59AA-438F-912F-688DF8CAA078,339
IMS-10591-CVDP-000009,122
IMS-10224-CVDP-1DE51F07-3BC7-40E7-8E1D-85D9C68DFF74,949
IMS-10013-CVDP-35DF5D11-08AD-49A0-8BB3-AA53AE22F09F,38
IMS-10013-CVDP-E4500DB0-DD56-428D-8D08-48C3680DDA7E,320
IMS-10013-CVDP-C668A85B-16E2-4328-9BC5-B6AB3B97F204,37
IMS-10150-CVDP-0D21A851-D110-47A3-A091-23B4B45EAD49,0
IMS-10116-CVDP-A2DC6B3D-021B-4D66-A0C4-A4386310B107,305
IMS-10116-CVDP-D537C73F-1BD4-4E83-8D5A-E51BB8C30AD4,430
IMS-10013-CVDP-7896737D-D4CF-434B-9329-A77D5D71D26B,35
IMS-10116-CVDP-9C3DED6F-A1BE-44D3-9412-2299976D47C9,88
IMS-10116-CVDP-5E9C2298-865A-47A6-9504-2678ABF0E75B,259
IMS-10013-CVDP-D7EB969A-775F-4B30-B2FB-8846972B2853,270
IMS-10116-CVDP-711EB33E-1A55-406C-8C3A-9234C35F501B,424
IMS-10013-CVDP-01917,12
IMS-10116-CVDP-F9D4F609-ACBF-4144-BB4D-C5212A5E500A,78
IMS-10116-CVDP-D3B07E31-86EB-4609-B90D-4B3A0A8F3A33,259
IMS-10116-CVDP-A79A9AF5-5F4C-485C-B0EE-9F480243F67B,376
IMS-10116-CVDP-CCA2E9EC-9F9A-4785-B83F-A463B24404A0,416
IMS-10116-CVDP-21867B61-CF02-42B6-9EE2-38813048C534,380
IMS-10116-CVDP-7022FCBC-7536-425F-9796-87EB8652A3F6,375
IMS-10013-CVDP-F66D7B7D-B3AD-4B49-8F5F-5CACCBF85076,253
IMS-10116-CVDP-93EE1D5F-C64B-458D-8211-D5C38D5C0579,435
IMS-10116-CVDP-65C14319-D6EB-445F-9F91-D46E53C2365E,267
IMS-10013-CVDP-8FAD6BC7-D945-4077-A0EF-B26FE5CB57D0,224
IMS-10116-CVDP-CCBC1796-1245-4272-ABC3-32AEA65DCE90,259
IMS-10116-CVDP-0CB4958B-77C3-48BC-843B-DF4A0A3A2CD7,259
IMS-10116-CVDP-C92B2402-55D1-4BC5-8152-F47A837A36F9,259
IMS-10116-CVDP-56113D4A-8434-41C9-938F-00A885FEACBA,416
IMS-10150-CVDP-528E7B25-3151-4566-A913-4ED1DD4C6A20,1
IMS-10116-CVDP-4A8B135D-639B-4705-99EC-B4886088F790,259
IMS-10116-CVDP-BBE1821D-493D-4FF3-86B2-BA918D7F31F1,253
IMS-10116-CVDP-C087DAE5-01D9-42A4-A68E-1EE83824E4F1,255
IMS-10116-CVDP-DB78253E-0F7F-4583-844D-455A52F6DE1D,121
IMS-10116-CVDP-D830D946-DD9C-4C9F-9A0D-47F530C160D1,253
IMS-10116-CVDP-9C82878B-28CE-402E-8431-CE7AD5BD3677,121
IMS-10013-CVDP-7612F062-E73D-4DD6-AE35-E9A99F28181E,485
IMS-10116-CVDP-2FCBA466-3373-4941-A3D8-BEEF507AC195,583
IMS-10116-CVDP-9536A5C3-C1FF-474F-9841-8129E3E48691,259
IMS-10116-CVDP-9D171F74-CABC-408A-B8E8-BA2BEB0E0F33,1134
IMS-10013-CVDP-6B09C7E9-2E72-4296-AADE-9BBE27A064FD,31
IMS-10116-CVDP-12385BDE-EAF4-4800-A7F4-D52EE0A90599,265
IMS-10116-CVDP-89AADC43-687F-40EA-AD6B-3B9848E286FC,123
IMS-10116-CVDP-457B2DB9-6C1E-46F2-BD3D-B757D309D5B1,420
IMS-10116-CVDP-B04BCCB4-FAB6-4BC7-8B58-7E699C128A3A,556
IMS-10013-CVDP-CAF215CE-B9CF-4BC0-A862-CF5FB889B730,31
IMS-10116-CVDP-14332E89-04BF-464F-B09A-4F497A22E211,127
IMS-10116-CVDP-01718C05-FB56-4F9E-9AEB-657774B3D2F9,726
IMS-10116-CVDP-68E6A2D0-C0D5-4319-B0FA-99DDF454AB39,258
IMS-10116-CVDP-C0452D82-943C-4181-8EF6-A155378EF460,466
IMS-10116-CVDP-D6E68D4A-C04B-46F6-AB3F-B946EE1D626E,259
IMS-10116-CVDP-0FF3ACE3-FA02-4E25-9B5B-BA548C23650C,376
IMS-10116-CVDP-1A773E90-6728-442B-8B10-AC159A50CC61,259
IMS-10116-CVDP-C9A6662B-5BFE-4845-B286-FE87370B0B59,424
IMS-10116-CVDP-D01A1D7B-2EC0-4A59-9557-72E88F79D2BF,131
IMS-10116-CVDP-A5C5B177-446D-4EED-BA6D-778458294321,1472
IMS-10116-CVDP-DF69E427-DA0C-4CFE-94C5-C00E946F3079,395
IMS-10116-CVDP-3D836770-6D0D-4373-B53B-358678936C98,315
IMS-10116-CVDP-0B117B05-4D48-4CB5-9D53-1D057D25D9E1,250
IMS-10013-CVDP-3D5B7C0F-A715-4F1F-9243-1BB509687AB1,24
IMS-10224-CVDP-22293FEC-EB1A-4F61-8478-AE3ED424679E,574
IMS-10116-CVDP-525290EC-B96E-4C78-B535-E71BAAC23DC5,416
IMS-10116-CVDP-9164312E-22FB-4F60-8789-2968C487579A,359
IMS-10013-CVDP-4EBB1D0B-71D4-4040-B7F8-47745A9D1C24,7
IMS-10116-CVDP-5B5CA6A8-DD4C-4BE2-B0AA-5ECF1C2ABFD8,428
IMS-10013-CVDP-2EF1392B-22E5-4967-80C6-CD4929215B25,375
IMS-10013-CVDP-F15E825D-F4DB-457F-A5ED-FA44DBE5B5E9,116
IMS-10116-CVDP-48F42ADB-CDE3-420A-91D6-ABA29C9AEB49,256
IMS-10116-CVDP-C06C005B-836A-4DD4-916A-92866601D722,259
IMS-10116-CVDP-E621C646-9B9A-4E22-A61B-2DE653DF98E6,253
IMS-10116-CVDP-945D1671-0CD7-4018-8EA7-8B82B8C8B796,263
IMS-10116-CVDP-45BF6EC0-C937-49D2-8C8F-3A5AB3EE3A4D,259
IMS-10116-CVDP-E7BC1810-5A18-42A5-A880-AA74E3A073A0,783
IMS-10116-CVDP-7BF7C74B-34DF-44CC-936A-A3D07AC3B561,259
IMS-10116-CVDP-674401C1-2D44-4D78-A59E-B849D1197C73,1528
IMS-10116-CVDP-14B6F54C-8EB2-402A-B679-53400959F477,253
IMS-10116-CVDP-778637D6-FCF2-47A8-A09E-A9FF9B95254C,121
IMS-10013-CVDP-665B2CF8-4F06-4526-8268-BAC9D75410B8,8
IMS-10116-CVDP-B8763C5F-3CFC-4292-9100-C3524B58AC70,471
